n°ordre-alph18012,nom,nom,insee,section,superficie,intendance,election,subdelegation,grenier,coutume,parlement,bailliage,gouvernement,diocese,archidiacone,doyenne,vocable,presentateur,V_1250_f,V_1616_f,V_1665_f,V_1680_f_tot,V_1680_f_masc,V_1686_f_tot,V_1686_f_masc,V_1693_h,V_1700_f,V_1709_f,V_1710_f,V_1713_f,V_1720_f,V_1725_f,V_1725_g,V_1726_f,V_1726_g,V_1730_f,V_1735_f_1,V_1735_f_2_totaux,V_1735_f_2_masc,V_1741_f,V_1743_f,V_1745_f_tot,V_1745_f_masc,V_1746_f_tot,V_1746_f_masc,V_1755_f_tot,V_1755_f_masc,V_1757_f_tot,V_1757_f_masc,V_1766_f,V_1768_f,V_1774_f,V_1775_f_tot,V_1775_f_masc,V_1785_f_tot,V_1785_f_masc,V_1786_f,V_1786_g,V_1787_f,V_1787_g,V_1788_f,V_1788_g,V_1789_f1,V_1789_g,V_1789_f_2,V_1789_f_3,district_1790,canton_1790,canton_1801,arrondissement_1982,canton _1982,V_1790_f,V_1790_h,V_1793_h,V_an_II_h,V_an_IV_h,V_1801_h,V_an_XII_h,V_1806_h,V_1820_h,V_1826_h,V_1831_h,V_1836_h,V_1841_h,V_1846_h,V_1851_h,V_1856_h,V_1861_h,V_1866_h,V_1872_h,V_1876_h,V_1881_h,V_1886_h,V_1891_h,V_1896_h,V_1901_h,V_1906_h,V_1911_h,V_1921_h,V_1926_h,V_1931_h,V_1936_h,V_1946_h,V_1954_h,V_1962_a_h,V_1962_b_h,V_1968_h,V_1975_h,V_1982_h,lat,lon
1987,Authon-du-Perche,Authon-du-Perche,28018,A,1669,Orléans,Châteaudun,Châteaudun,Authon-du-Perche ,Chartres,Paris,Janville,Maine,Chartres,Dunois,Perche,saint André,abbé de Saint-Calais,72,lac.,229,n_c,n_c,n_c,n_c,n_c,n_c,249,n_c,234,249,243,758,267,704,n_c,267,n_c,n_c,266,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,249,270,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,387,n_c,Nogent-le-Rotrou,Authon,Authon,Nogent-le-Rotrou ,Authon-du-Perche,n_c,1482,lac.,1495,lac.,1166,1150,1270,1211,1259,1312,1650,1584,1590,1610,1558,1535,1566,1504,1421,1427,1376,1371,1413,1439,1309,1234,1157,1215,1269,1204,1186,1107,1128,1166,1220,1396,1319,,
33049,Saint-Lubin des Cinq Fonts,Saint-Lubin des Cinq Fonts,28018,B,s_o,Orléans,Châteaudun,Châteaudun,Authon-du-Perche ,Chartres,Paris,Janville,Maine,Chartres,Grand archidiaconé,Perche,saint Lubin,abbé de Thiron,72,lac.,71,n_c,n_c,n_c,n_c,n_c,n_c,72,n_c,62,72,57,197,60,211,n_c,66,n_c,n_c,64,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,72,68,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Nogent-le-Rotrou,Authon,Authon,s_i,s_i,n_c,292,lac.,252,lac.,181,351,313,336,357,306,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
2362,Baigneaux,Baigneaux,28019,s_o,1178,Orléans,Orléans,Orléans,Janville,Orléans,Paris,Janville,Orléanais,Orléans,Beauce,s_o,sainte Croix,archidiacre de Beauce,75,lac.,68,n_c,n_c,n_c,n_c,n_c,n_c,66,n_c,66,66,56,195,49,185,n_c,62,n_c,n_c,73,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,66,lac.,n_c,n_c,n_c,n_c,n_c,59,181,51,178,54,190,58,208,61,n_c,Janville,Orgères,Orgères,Châteaudun,Orgères-en-Beauce,52,188,lac.,254,lac.,275,300,287,329,351,362,388,392,420,451,470,484,481,469,461,429,435,403,404,412,404,360,346,336,334,327,337,312,306,329,268,240,198,,
2395,Baignolet,Baignolet,28020,s_o,1007,Orléans,Châteaudun,Châteaudun,Janville,Orléans,Paris,Janville,Orléanais,Chartres,Dunois,Beauce,saint Sébastien,abbé de Bonneval,83,lac.,48,n_c,n_c,n_c,n_c,n_c,n_c,41,n_c,47,41,44,149,44,146,n_c,46,n_c,n_c,46,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,41,54,n_c,n_c,n_c,n_c,n_c,57,211,60,219,62,229,66,236,66,n_c,Janville,Voves,Voves,Chartres,Voves,66,250,lac.,259,268,285,225,250,306,327,319,293,318,290,307,298,304,295,281,291,329,314,349,302,325,292,291,237,238,218,211,186,159,134,141,148,110,102,,
2403,Bailleau-le-Pin,Bailleau-le-Pin,28021,s_o,1654,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Chéron,chapitre de Chartres,104,195,146,n_c,n_c,n_c,n_c,n_c,n_c,137,n_c,138,137,122,377,136,346,n_c,185,n_c,n_c,157,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,137,147,167,n_c,n_c,n_c,n_c,183,554,183,553,188,562,182,559,lac.,n_c,Chartres,Illiers,Illiers,Chartres,Illiers-Combray,n_c,697,lac.,697,lac.,710,698,699,680,737,804,830,862,948,949,906,932,910,918,930,874,865,893,887,851,876,836,782,780,783,834,868,784,761,789,918,1141,1185,,
2404,Bailleau-l’évêque,Bailleau-l’Évêque,28022,s_o,1968,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,saint Étienne,évêque de Chartres,124,294,133,n_c,n_c,n_c,n_c,n_c,n_c,117,n_c,113,117,94,301,95,273,n_c,127,n_c,n_c,117,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,138,135,72,n_c,n_c,n_c,n_c,148,459,149,465,148,466,149,468,lac.,n_c,Chartres,Bailleau-l’Évêque,Chartres Nord,Chartres,Mainvilliers ,n_c,679,lac.,679,lac.,782,792,780,767,804,763,772,743,742,767,755,712,722,763,740,702,687,677,683,628,627,627,585,596,591,538,620,584,494,509,545,588,682,,
1269,Bailleau-Armenonville,Armenonville les Gâtineaux,28023,B,s_o,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,saint Pierre et saint Paul ,seigneur d’Armenonville,96,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,59,n_c,66,59,70,213,64,223,n_c,35,n_c,n_c,59,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,59,64,63,n_c,n_c,n_c,n_c,63,212,63,212,59,208,60,201,lac.,n_c,Chartres,Épernon,Maintenon,s_i,s_i,n_c,268,lac.,263,300,266,266,278,280,273,286,260,242,245,236,236,222,220,216,202,203,187,201,184,210,215,198,159,154,130,132,128,119,95,102,102,s_i,s_i,,
2405,Armenonville les Gâtineaux,Bailleau-Armenonville,28023,A,1746,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,saint Martin,grand archidiacre,126,268,121,n_c,n_c,n_c,n_c,n_c,n_c,121,n_c,119,121,117,429,127,441,n_c,136,n_c,n_c,121,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,121,124,124,n_c,n_c,n_c,n_c,139,436,142,448,144,457,130,444,lac.,n_c,Chartres,Gallardon,Maintenon,Chartres,Maintenon,n_c,600,lac.,600,620,528,567,635,701,729,689,678,691,701,666,658,680,694,643,645,609,600,665,651,678,676,716,598,603,602,603,601,564,526,543,580,727,818,,
2691,Barjouville,Barjouville,28024,s_o,410,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Chartres ,Sous-doyenné de Chartres ,saint Jacques,sous-doyen de Chartres,s_i,43,36,n_c,n_c,n_c,n_c,n_c,n_c,24,n_c,34,24,31,110,32,117,n_c,lac.,n_c,n_c,24,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,24,lac.,30,n_c,n_c,n_c,n_c,35,123,36,121,35,124,35,118,38,n_c,Chartres,Chartres,Chartres Sud,Chartres,Chartres Sud-Ouest,n_c,170,lac.,170,lac.,178,201,181,183,216,227,227,226,235,246,234,239,237,221,245,243,261,251,242,229,200,180,190,194,203,206,247,234,233,240,354,697,975,,
2700,Barmainville,Barmainville,28025,s_o,638,Orléans,Dourdan,Dourdan,Janville,Orléans,Paris,Janville,Orléanais,Chartres,Grand archidiaconé,Rochefort,saint Étienne,grand archidiacre,36,lac.,29,n_c,n_c,n_c,n_c,n_c,n_c,25,n_c,26,25,23,83,25,88,n_c,28,n_c,n_c,25,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,25,35,n_c,n_c,n_c,n_c,n_c,36,152,38,155,37,154,38,157,37,n_c,Janville,Gommerville,Janville,Chartres,Janville,40,174,lac.,164,lac.,183,185,188,168,170,171,201,214,201,173,166,200,200,184,185,202,192,178,182,152,143,142,140,136,152,129,110,123,107,109,118,108,101,,
2963,Baudreville,Baudreville,28026,s_o,1303,Orléans,Dourdan,Dourdan,Janville,Étampes,Paris,Étampes,Orléanais,Chartres,Grand archidiaconé,Rochefort,saint Fiacre,grand archidiacre,90,n_c,71,n_c,n_c,n_c,n_c,n_c,n_c,60,n_c,90,60,86,254,99,284,n_c,105,n_c,n_c,85,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,60,81,n_c,n_c,n_c,n_c,n_c,94,343,92,332,94,327,95,338,lac.,n_c,Janville,Gommerville,Janville,Chartres,Janville,89,342,lac.,378,lac.,391,406,385,373,368,400,420,443,443,439,431,420,442,418,402,401,420,387,403,396,392,381,318,327,301,298,304,279,245,261,225,257,261,,
3074,La Bazoche-Gouet,La Bazoche-Gouet,28027,s_o,3744,Orléans,Châteaudun,Châteaudun,Authon-du-Perche ,Chartres,Paris,Janville,Maine,Chartres,Dunois,Perche,saint Jean-Baptiste,évêque de Chartres,132,lac.,350,n_c,n_c,n_c,n_c,n_c,n_c,384,n_c,300,384,333,988,381,1191,n_c,357,n_c,n_c,253,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,384,389,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,480,n_c,Nogent-le-Rotrou,La Bazoche,Authon,Nogent-le-Rotrou ,Authon-du-Perche,n_c,2400,lac.,1913,1856,2051,1947,1910,1979,2244,2137,2120,2194,2303,2309,2192,2164,2182,2037,2179,1951,1962,2008,2000,2005,1937,1986,1908,1868,1791,1683,1653,1518,1435,1463,1529,1451,1311,,
3076,Bazoches-en-Dunois,Bazoches-en-Dunois,28028,s_o,1868,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Beauce,saint Martin,abbé de Bonneval,96,n_c,124,n_c,n_c,n_c,n_c,n_c,n_c,84,n_c,92,84,79,263,82,256,n_c,78,n_c,n_c,70,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,84,83,n_c,n_c,n_c,n_c,n_c,86,296,89,352,93,386,93,386,86,n_c,Châteaudun,Civry,Orgères,Châteaudun,Orgères-en-Beauce,n_c,358,lac.,398,lac.,400,498,455,341,389,544,518,527,552,559,593,600,607,624,614,625,614,604,594,571,666,595,504,505,479,451,439,381,370,397,346,295,254,,
3080,Bazoches-les-Hautes,Bazoches-les-Hautes,28029,s_o,1698,Orléans,Orléans,Orléans,Janville,Orléans,Paris,Janville (Orléans),Orléanais,Orléans,Beauce,s_o,saint Martin,évêque de Chartres,n_c,100,90,n_c,n_c,n_c,n_c,n_c,n_c,86,n_c,90,86,93,347,90,333,n_c,94,n_c,n_c,110,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,86,93,n_c,n_c,n_c,n_c,n_c,112,399,114,406,115,425,110,413,103,n_c,Janville,Orgères,Orgères,Châteaudun,Orgères-en-Beauce,106,435,lac.,478,lac.,412,507,493,515,548,505,522,529,516,541,525,543,554,492,508,506,488,466,450,410,400,404,354,358,381,390,375,371,402,423,502,405,265,,
2942,Beauche,Beauche,28030,s_o,1660,Alençon,Verneuil,La Ferté-Vidame ,Verneuil,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Martin,abbé de Saint-Père,78,n_c,n_c,lac.,lac.,lac.,lac.,300,n_c,98,n_c,45,98,67,244,74,251,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Brézolles,Brézolles,Dreux,Brézolles,94,365,lac.,404,412,410,428,418,417,442,418,360,367,386,374,347,345,323,340,292,306,306,325,292,291,256,249,227,264,266,264,245,272,218,225,183,155,211,,
3234,Beaumont-les-Autels,Beaumont-les-Autels,28031,A,2098,Orléans,Chartres,Chartres,Authon-du-Perche ,Grand Perche,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Perche,Notre Dame,grand archidiacre,72,n_c,111,n_c,n_c,n_c,n_c,n_c,n_c,141,n_c,123,141,113,396,117,407,n_c,142,n_c,n_c,141,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,112,147,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Nogent-le-Rotrou,Authon,Authon,Nogent-le-Rotrou ,Authon-du-Perche,n_c,612,lac.,612,lac.,583,600,579,591,715,645,939,906,948,920,934,903,868,872,873,822,845,824,816,830,800,821,756,721,741,636,710,658,562,604,563,553,508,,
1952,les Autels Tuboeuf,les Autels Tuboeuf,28031,B,s_o,Alençon,Mortagne,Nogent-le-Rotrou,Authon-du-Perche ,Grand Perche,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Perche,Notre Dame,grand archidiacre,118,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,37,n_c,39,37,30,108,30,113,n_c,38,n_c,n_c,37,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,37,31,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Nogent-le-Rotrou,Authon,Authon,s_i,s_i,n_c,123,lac.,147,lac.,133,141,157,166,171,183,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
3343,Beauvilliers,Beauvilliers,28032,s_o,2305,Orléans,Chartres,Chartres,Janville,Chartres ou Orléans,Paris,Chartres ,Orléanais,Chartres,Grand archidiaconé,Auneau,saint Martin,chapitre de Chartres,112,200,140,n_c,n_c,n_c,n_c,n_c,n_c,118,n_c,131,118,115,395,123,413,n_c,153,n_c,n_c,118,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,118,133,164,n_c,n_c,n_c,n_c,146,521,147,534,147,536,144,544,200,n_c,Janville,Voves,Voves,Chartres,Voves,142,539,lac.,600,551,586,610,611,590,603,636,627,639,644,652,689,718,714,639,639,626,639,671,627,618,607,574,538,513,509,458,477,441,356,374,343,271,202,,
3473,Guéhouville,Belhomert-Guéhouville,28033,A,1095,Alençon,Verneuil,La Ferté-Vidame ,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Jean,prieuré du lieu,102,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,96,n_c,108,96,77,270,76,232,n_c,n_c,96,83,n_c,n_c,86,72,n_c,n_c,97,73,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,La Loupe,La Loupe,Nogent-le-Rotrou ,La Loupe,lac.,536,lac.,505,545,603,686,539,451,475,548,621,612,623,677,652,637,682,662,636,630,609,595,536,550,535,504,456,470,451,410,468,447,425,443,437,472,589,,
16323,Belhomert-Guéhouville,Guéhouville,28033,B,s_o,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Normandie,Chartres,Grand archidiaconé,Perche,saint Eloy,abbé de Saint-Jean,264,n_c,25,n_c,n_c,n_c,n_c,n_c,n_c,25,n_c,21,25,16,41,17,45,n_c,34,n_c,n_c,25,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,25,21,n_c,n_c,n_c,n_c,n_c,25,62,23,58,24,61,24,61,lac.,n_c,Châteauneuf-en-Thymerais,La Loupe,La Loupe,s_i,s_i,lac.,86,lac.,78,101,85,lac.,76,102,106,81,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
34118,Saint-Germain la Gâtine,Berchères-Saint-Germain,28034,A,2767,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,saint Pierre et saint Rémy,grand archidiacre,50,143,87,n_c,n_c,n_c,n_c,n_c,n_c,69,n_c,57,69,66,194,71,241,n_c,72,n_c,n_c,69,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,69,75,100,n_c,n_c,n_c,n_c,72,238,73,236,71,229,69,218,lac.,n_c,Chartres,Maintenon,Chartres Nord,Chartres,Chartres Nord-Est,n_c,322,lac.,322,lac.,305,372,379,388,430,482,488,495,520,525,529,525,503,503,514,486,466,440,440,355,466,441,388,399,360,387,400,336,280,291,252,367,446,,
32050,Berchères-Saint-Germain,Saint-Germain la Gâtine,28034,B,s_o,Orléans,Chartres,Chartres,Chartres,Châteauneuf-en-Thymerais,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,saint Germain,abbé de Saint-Père,25,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,18,n_c,lac.,18,14,52,15,54,n_c,21,n_c,n_c,18,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,18,lac.,18,n_c,n_c,n_c,n_c,19,69,18,67,20,70,20,70,lac.,n_c,Chartres,Bailleau-l’Évêque,Chartres Nord,s_i,s_i,n_c,84,lac.,84,lac.,79,150,91,92,102,125,124,119,116,110,113,111,113,122,125,112,102,98,112,103,85,95,88,89,86,86,87,77,63,66,73,s_i,s_i,,
3715,Berchères-les-Pierres,Berchères-les-Pierres,28035,s_o,1983,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Auneau,Notre Dame,évêque de Chartres,200,190,119,n_c,n_c,n_c,n_c,n_c,n_c,115,n_c,110,115,87,317,99,322,n_c,lac.,n_c,n_c,115,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,115,120,125,n_c,n_c,n_c,n_c,128,424,130,428,130,428,138,419,lac.,n_c,Chartres,Dammarie,Chartres Sud,Chartres,Chartres Sud-Est,n_c,604,lac.,600,lac.,638,667,670,651,684,714,735,760,740,778,811,800,841,838,830,825,816,807,764,785,770,761,681,708,730,658,681,671,597,612,670,728,711,,
3714,Berchères-sur-Vesgre,Berchères-sur-Vesgre,28036,A,1199,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Chartres,Île-de-France,Chartres,Pinserais,Mantes,saint Remi,chapitre de Chartres,42,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,39,n_c,75,77,72,219,76,243,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,77,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Dreux,Anet,Anet,Dreux,Anet,n_c,479,500,474,lac.,474,503,484,474,500,525,532,553,502,501,606,615,617,601,575,510,507,497,455,508,520,483,381,419,382,364,389,389,352,361,428,485,648,,
40237,la Ville l’évêque,la Ville l’Évêque,28036,B,s_o,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Chartres,Île-de-France,Chartres,Pinserais,Mantes,Notre Dame,évêque de Chartres,76,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,62,n_c,21,23,20,69,21,75,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,23,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Dreux,Anet,Anet,s_i,s_i,n_c,102,140,119,lac.,127,135,131,134,130,152,150,170,171,141,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
3838,Bérou-la-Mulotière,Bérou-la-Mulotière,28037,s_o,1320,Alençon,Verneuil ,Senonches et Brézolles,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Sulpice,abbé du Bec-Hélouin,49,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,135,n_c,104,135,82,246,73,235,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Saint-Lubin-des-Joncherets,Brézolles,Dreux,Brézolles,n_c,460,509,461,527,457,497,489,427,440,420,480,505,504,476,427,433,477,461,424,435,488,424,353,357,361,348,346,402,355,275,283,293,258,264,222,193,255,,
4022,Béthonvilliers,Béthonvilliers,28038,s_o,1233,Orléans et Alençon,Chartres et Mortagne,Chartres et Nogent-le-Rotrou,Authon-du-Perche ,Grand Perche,Paris,Chartres ,Maine,Chartres,Grand archidiaconé,Perche,saint Martin ,grand archidiacre,63,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,119,n_c,99,119,75,317,84,297,n_c,113,n_c,n_c,119,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,119,70,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Nogent-le-Rotrou,Authon,Authon,Nogent-le-Rotrou,Authon-du-Perche,n_c,255,lac.,343,lac.,237,207,224,419,456,373,430,466,476,492,454,435,417,448,453,435,379,381,367,372,348,335,285,276,281,301,277,269,221,229,180,163,147,,
4114,Béville-le-Comte,Béville-le-Comte,28039,s_o,2012,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Auneau,saint Martin,grand archidiacre,200,n_c,140,n_c,n_c,n_c,n_c,n_c,n_c,138,n_c,134,138,129,436,140,475,n_c,139,n_c,n_c,138,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,138,140,131,n_c,n_c,n_c,n_c,166,536,167,540,170,547,170,539,lac.,n_c,Chartres,Auneau,Auneau,Chartres,Auneau,n_c,614,lac.,614,643,681,733,720,696,728,719,760,773,782,785,783,788,808,867,953,1029,1135,1102,1075,1035,984,994,885,787,829,811,832,772,718,758,840,949,1093,,
4267,Billancelles,Billancelles,28040,s_o,1195,Orléans et Alençon,Chartres et Verneuil,Chartres,Chartres,Châteauneuf-en-Thymerais,Paris,Chartres,Normandie,Chartres,Grand archidiaconé,Courville,saint Martin,abbé de Saint-Père,72,n_c,18,18,17,n_c,n_c,n_c,n_c,64,n_c,69,64,59,209,66,211,n_c,74,n_c,n_c,64,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,64,70,41,n_c,n_c,n_c,n_c,81,231,82,232,79,227,80,224,lac.,n_c,Châteauneuf-en-Thymerais,Courville,Courville,Chartres,Courville-sur-Eure,90,320,lac.,290,lac.,319,352,370,334,354,364,354,339,319,341,337,331,345,334,341,320,307,324,307,306,320,301,258,272,278,254,260,239,233,242,217,191,192,,
4429,Blandainville,Blandainville,28041,s_o,1368,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Aignan,chapitre de Chartres,60,110,65,n_c,n_c,n_c,n_c,n_c,n_c,61,n_c,61,61,53,181,55,185,n_c,77,n_c,n_c,61,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,61,62,68,n_c,n_c,n_c,n_c,68,236,69,236,72,237,77,260,lac.,n_c,Chartres,Illiers,Illiers,Chartres,Illiers-Combray,n_c,286,lac.,286,lac.,209,319,321,309,340,331,363,354,346,357,350,344,375,368,359,305,326,330,328,337,352,350,300,302,272,292,412,226,519,318,323,268,308,,
4518,Bleury,Bleury,28042,s_o,785,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,saint Martin ,grand archidiacre,140,144,106,n_c,n_c,n_c,n_c,n_c,n_c,120,n_c,108,120,98,317,99,316,n_c,113,n_c,n_c,120,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,120,116,n_c,n_c,n_c,n_c,n_c,134,427,135,429,135,426,129,431,lac.,n_c,Chartres,Gallardon,Maintenon,Chartres,Maintenon,n_c,504,lac.,504,610,532,551,539,452,456,433,431,460,440,436,425,408,410,429,434,412,413,440,439,403,379,394,306,324,302,276,266,211,160,162,164,176,270,,
4651,Boisgasson,Boisgasson,28044,s_o,750,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Perche,Notre Dame,évêque de Chartres,60,n_c,60,n_c,n_c,n_c,n_c,n_c,n_c,63,n_c,62,63,57,173,55,187,n_c,lac.,n_c,n_c,46,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,63,48,n_c,n_c,n_c,n_c,n_c,47,149,48,164,48,164,44,144,45,n_c,Châteaudun,Arrou,Cloyes,Châteaudun,Cloyes-sur-le-Loir,n_c,176,lac.,233,lac.,220,225,219,246,278,272,270,274,281,293,278,265,258,240,240,250,244,248,225,230,239,242,225,228,209,207,211,192,139,147,146,124,126,,
4733,Boissy-en-Drouais,Boissy-en-Drouais,28045,s_o,603,Alençon,Verneuil,Crécy ,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles ,Notre Dame,abbé de Coulombs,66,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,73,n_c,60,73,59,178,69,185,n_c,n_c,67,51,n_c,n_c,65,50,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Dreux,Dreux,Dreux,Dreux Ouest ,n_c,254,256,260,255,249,263,256,279,293,274,256,235,258,237,236,215,214,197,184,189,169,166,157,163,174,149,131,129,114,130,127,143,140,142,109,107,153,,
